split,class,video_id,input_filename,output_stem,status,faces_detected
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_2.jpg,05__outside_talking_pan_laughing_frame_2,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_3.jpg,05__outside_talking_pan_laughing_frame_3,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_4.jpg,05__outside_talking_pan_laughing_frame_4,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_5.jpg,05__outside_talking_pan_laughing_frame_5,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_6.jpg,05__outside_talking_pan_laughing_frame_6,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_7.jpg,05__outside_talking_pan_laughing_frame_7,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_8.jpg,05__outside_talking_pan_laughing_frame_8,saved,1
train,real,05__outside_talking_pan_laughing,05__outside_talking_pan_laughing_frame_9.jpg,05__outside_talking_pan_laughing_frame_9,no valid face metadata,0
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_0.jpg,05__outside_talking_still_laughing_frame_0,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_1.jpg,05__outside_talking_still_laughing_frame_1,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_2.jpg,05__outside_talking_still_laughing_frame_2,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_3.jpg,05__outside_talking_still_laughing_frame_3,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_4.jpg,05__outside_talking_still_laughing_frame_4,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_5.jpg,05__outside_talking_still_laughing_frame_5,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_6.jpg,05__outside_talking_still_laughing_frame_6,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_7.jpg,05__outside_talking_still_laughing_frame_7,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_8.jpg,05__outside_talking_still_laughing_frame_8,saved,1
train,real,05__outside_talking_still_laughing,05__outside_talking_still_laughing_frame_9.jpg,05__outside_talking_still_laughing_frame_9,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_0.jpg,05__podium_speech_happy_frame_0,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_1.jpg,05__podium_speech_happy_frame_1,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_2.jpg,05__podium_speech_happy_frame_2,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_3.jpg,05__podium_speech_happy_frame_3,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_4.jpg,05__podium_speech_happy_frame_4,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_5.jpg,05__podium_speech_happy_frame_5,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_6.jpg,05__podium_speech_happy_frame_6,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_7.jpg,05__podium_speech_happy_frame_7,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_8.jpg,05__podium_speech_happy_frame_8,saved,1
train,real,05__podium_speech_happy,05__podium_speech_happy_frame_9.jpg,05__podium_speech_happy_frame_9,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_0.jpg,05__walk_down_hall_angry_frame_0,no valid face metadata,0
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_1.jpg,05__walk_down_hall_angry_frame_1,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_2.jpg,05__walk_down_hall_angry_frame_2,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_3.jpg,05__walk_down_hall_angry_frame_3,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_4.jpg,05__walk_down_hall_angry_frame_4,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_5.jpg,05__walk_down_hall_angry_frame_5,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_6.jpg,05__walk_down_hall_angry_frame_6,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_7.jpg,05__walk_down_hall_angry_frame_7,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_8.jpg,05__walk_down_hall_angry_frame_8,saved,1
train,real,05__walk_down_hall_angry,05__walk_down_hall_angry_frame_9.jpg,05__walk_down_hall_angry_frame_9,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_0.jpg,05__walking_down_street_outside_angry_frame_0,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_1.jpg,05__walking_down_street_outside_angry_frame_1,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_2.jpg,05__walking_down_street_outside_angry_frame_2,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_3.jpg,05__walking_down_street_outside_angry_frame_3,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_4.jpg,05__walking_down_street_outside_angry_frame_4,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_5.jpg,05__walking_down_street_outside_angry_frame_5,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_6.jpg,05__walking_down_street_outside_angry_frame_6,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_7.jpg,05__walking_down_street_outside_angry_frame_7,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_8.jpg,05__walking_down_street_outside_angry_frame_8,saved,1
train,real,05__walking_down_street_outside_angry,05__walking_down_street_outside_angry_frame_9.jpg,05__walking_down_street_outside_angry_frame_9,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_0.jpg,06__hugging_happy_frame_0,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_1.jpg,06__hugging_happy_frame_1,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_2.jpg,06__hugging_happy_frame_2,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_3.jpg,06__hugging_happy_frame_3,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_4.jpg,06__hugging_happy_frame_4,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_5.jpg,06__hugging_happy_frame_5,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_6.jpg,06__hugging_happy_frame_6,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_7.jpg,06__hugging_happy_frame_7,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_8.jpg,06__hugging_happy_frame_8,saved,1
train,real,06__hugging_happy,06__hugging_happy_frame_9.jpg,06__hugging_happy_frame_9,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_0.jpg,06__kitchen_pan_frame_0,no valid face metadata,0
train,real,06__kitchen_pan,06__kitchen_pan_frame_1.jpg,06__kitchen_pan_frame_1,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_2.jpg,06__kitchen_pan_frame_2,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_3.jpg,06__kitchen_pan_frame_3,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_4.jpg,06__kitchen_pan_frame_4,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_5.jpg,06__kitchen_pan_frame_5,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_6.jpg,06__kitchen_pan_frame_6,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_7.jpg,06__kitchen_pan_frame_7,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_8.jpg,06__kitchen_pan_frame_8,saved,1
train,real,06__kitchen_pan,06__kitchen_pan_frame_9.jpg,06__kitchen_pan_frame_9,no valid face metadata,0
train,real,06__kitchen_still,06__kitchen_still_frame_0.jpg,06__kitchen_still_frame_0,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_1.jpg,06__kitchen_still_frame_1,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_2.jpg,06__kitchen_still_frame_2,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_3.jpg,06__kitchen_still_frame_3,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_4.jpg,06__kitchen_still_frame_4,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_5.jpg,06__kitchen_still_frame_5,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_6.jpg,06__kitchen_still_frame_6,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_7.jpg,06__kitchen_still_frame_7,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_8.jpg,06__kitchen_still_frame_8,saved,1
train,real,06__kitchen_still,06__kitchen_still_frame_9.jpg,06__kitchen_still_frame_9,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_0.jpg,06__outside_talking_still_laughing_frame_0,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_1.jpg,06__outside_talking_still_laughing_frame_1,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_2.jpg,06__outside_talking_still_laughing_frame_2,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_3.jpg,06__outside_talking_still_laughing_frame_3,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_4.jpg,06__outside_talking_still_laughing_frame_4,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_5.jpg,06__outside_talking_still_laughing_frame_5,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_6.jpg,06__outside_talking_still_laughing_frame_6,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_7.jpg,06__outside_talking_still_laughing_frame_7,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_8.jpg,06__outside_talking_still_laughing_frame_8,saved,1
train,real,06__outside_talking_still_laughing,06__outside_talking_still_laughing_frame_9.jpg,06__outside_talking_still_laughing_frame_9,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_0.jpg,06__podium_speech_happy_frame_0,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_1.jpg,06__podium_speech_happy_frame_1,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_2.jpg,06__podium_speech_happy_frame_2,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_3.jpg,06__podium_speech_happy_frame_3,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_4.jpg,06__podium_speech_happy_frame_4,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_5.jpg,06__podium_speech_happy_frame_5,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_6.jpg,06__podium_speech_happy_frame_6,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_7.jpg,06__podium_speech_happy_frame_7,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_8.jpg,06__podium_speech_happy_frame_8,saved,1
train,real,06__podium_speech_happy,06__podium_speech_happy_frame_9.jpg,06__podium_speech_happy_frame_9,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_0.jpg,06__talking_against_wall_frame_0,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_1.jpg,06__talking_against_wall_frame_1,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_2.jpg,06__talking_against_wall_frame_2,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_3.jpg,06__talking_against_wall_frame_3,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_4.jpg,06__talking_against_wall_frame_4,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_5.jpg,06__talking_against_wall_frame_5,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_6.jpg,06__talking_against_wall_frame_6,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_7.jpg,06__talking_against_wall_frame_7,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_8.jpg,06__talking_against_wall_frame_8,saved,1
train,real,06__talking_against_wall,06__talking_against_wall_frame_9.jpg,06__talking_against_wall_frame_9,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_0.jpg,06__talking_angry_couch_frame_0,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_1.jpg,06__talking_angry_couch_frame_1,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_2.jpg,06__talking_angry_couch_frame_2,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_3.jpg,06__talking_angry_couch_frame_3,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_4.jpg,06__talking_angry_couch_frame_4,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_5.jpg,06__talking_angry_couch_frame_5,saved,2
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_6.jpg,06__talking_angry_couch_frame_6,saved,2
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_7.jpg,06__talking_angry_couch_frame_7,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_8.jpg,06__talking_angry_couch_frame_8,saved,1
train,real,06__talking_angry_couch,06__talking_angry_couch_frame_9.jpg,06__talking_angry_couch_frame_9,saved,2
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_0.jpg,06__walk_down_hall_angry_frame_0,no valid face metadata,0
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_1.jpg,06__walk_down_hall_angry_frame_1,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_2.jpg,06__walk_down_hall_angry_frame_2,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_3.jpg,06__walk_down_hall_angry_frame_3,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_4.jpg,06__walk_down_hall_angry_frame_4,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_5.jpg,06__walk_down_hall_angry_frame_5,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_6.jpg,06__walk_down_hall_angry_frame_6,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_7.jpg,06__walk_down_hall_angry_frame_7,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_8.jpg,06__walk_down_hall_angry_frame_8,saved,1
train,real,06__walk_down_hall_angry,06__walk_down_hall_angry_frame_9.jpg,06__walk_down_hall_angry_frame_9,saved,1
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_0.jpg,06__walking_and_outside_surprised_frame_0,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_1.jpg,06__walking_and_outside_surprised_frame_1,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_2.jpg,06__walking_and_outside_surprised_frame_2,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_3.jpg,06__walking_and_outside_surprised_frame_3,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_4.jpg,06__walking_and_outside_surprised_frame_4,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_5.jpg,06__walking_and_outside_surprised_frame_5,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_6.jpg,06__walking_and_outside_surprised_frame_6,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_7.jpg,06__walking_and_outside_surprised_frame_7,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_8.jpg,06__walking_and_outside_surprised_frame_8,saved,2
train,real,06__walking_and_outside_surprised,06__walking_and_outside_surprised_frame_9.jpg,06__walking_and_outside_surprised_frame_9,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_0.jpg,06__walking_down_indoor_hall_disgust_frame_0,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_1.jpg,06__walking_down_indoor_hall_disgust_frame_1,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_2.jpg,06__walking_down_indoor_hall_disgust_frame_2,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_3.jpg,06__walking_down_indoor_hall_disgust_frame_3,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_4.jpg,06__walking_down_indoor_hall_disgust_frame_4,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_5.jpg,06__walking_down_indoor_hall_disgust_frame_5,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_6.jpg,06__walking_down_indoor_hall_disgust_frame_6,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_7.jpg,06__walking_down_indoor_hall_disgust_frame_7,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_8.jpg,06__walking_down_indoor_hall_disgust_frame_8,saved,2
train,real,06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust_frame_9.jpg,06__walking_down_indoor_hall_disgust_frame_9,saved,2
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_0.jpg,06__walking_down_street_outside_angry_frame_0,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_1.jpg,06__walking_down_street_outside_angry_frame_1,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_2.jpg,06__walking_down_street_outside_angry_frame_2,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_3.jpg,06__walking_down_street_outside_angry_frame_3,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_4.jpg,06__walking_down_street_outside_angry_frame_4,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_5.jpg,06__walking_down_street_outside_angry_frame_5,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_6.jpg,06__walking_down_street_outside_angry_frame_6,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_7.jpg,06__walking_down_street_outside_angry_frame_7,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_8.jpg,06__walking_down_street_outside_angry_frame_8,saved,1
train,real,06__walking_down_street_outside_angry,06__walking_down_street_outside_angry_frame_9.jpg,06__walking_down_street_outside_angry_frame_9,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_0.jpg,06__walking_outside_cafe_disgusted_frame_0,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_1.jpg,06__walking_outside_cafe_disgusted_frame_1,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_2.jpg,06__walking_outside_cafe_disgusted_frame_2,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_3.jpg,06__walking_outside_cafe_disgusted_frame_3,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_4.jpg,06__walking_outside_cafe_disgusted_frame_4,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_5.jpg,06__walking_outside_cafe_disgusted_frame_5,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_6.jpg,06__walking_outside_cafe_disgusted_frame_6,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_7.jpg,06__walking_outside_cafe_disgusted_frame_7,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_8.jpg,06__walking_outside_cafe_disgusted_frame_8,saved,1
train,real,06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted_frame_9.jpg,06__walking_outside_cafe_disgusted_frame_9,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_0.jpg,07__exit_phone_room_frame_0,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_1.jpg,07__exit_phone_room_frame_1,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_2.jpg,07__exit_phone_room_frame_2,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_3.jpg,07__exit_phone_room_frame_3,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_4.jpg,07__exit_phone_room_frame_4,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_5.jpg,07__exit_phone_room_frame_5,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_6.jpg,07__exit_phone_room_frame_6,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_7.jpg,07__exit_phone_room_frame_7,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_8.jpg,07__exit_phone_room_frame_8,saved,1
train,real,07__exit_phone_room,07__exit_phone_room_frame_9.jpg,07__exit_phone_room_frame_9,saved,2
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_0.jpg,07__outside_talking_pan_laughing_frame_0,no valid face metadata,0
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_1.jpg,07__outside_talking_pan_laughing_frame_1,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_2.jpg,07__outside_talking_pan_laughing_frame_2,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_3.jpg,07__outside_talking_pan_laughing_frame_3,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_4.jpg,07__outside_talking_pan_laughing_frame_4,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_5.jpg,07__outside_talking_pan_laughing_frame_5,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_6.jpg,07__outside_talking_pan_laughing_frame_6,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_7.jpg,07__outside_talking_pan_laughing_frame_7,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_8.jpg,07__outside_talking_pan_laughing_frame_8,saved,1
train,real,07__outside_talking_pan_laughing,07__outside_talking_pan_laughing_frame_9.jpg,07__outside_talking_pan_laughing_frame_9,no valid face metadata,0
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_0.jpg,07__outside_talking_still_laughing_frame_0,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_1.jpg,07__outside_talking_still_laughing_frame_1,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_2.jpg,07__outside_talking_still_laughing_frame_2,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_3.jpg,07__outside_talking_still_laughing_frame_3,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_4.jpg,07__outside_talking_still_laughing_frame_4,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_5.jpg,07__outside_talking_still_laughing_frame_5,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_6.jpg,07__outside_talking_still_laughing_frame_6,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_7.jpg,07__outside_talking_still_laughing_frame_7,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_8.jpg,07__outside_talking_still_laughing_frame_8,saved,1
train,real,07__outside_talking_still_laughing,07__outside_talking_still_laughing_frame_9.jpg,07__outside_talking_still_laughing_frame_9,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_0.jpg,07__talking_against_wall_frame_0,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_1.jpg,07__talking_against_wall_frame_1,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_2.jpg,07__talking_against_wall_frame_2,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_3.jpg,07__talking_against_wall_frame_3,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_4.jpg,07__talking_against_wall_frame_4,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_5.jpg,07__talking_against_wall_frame_5,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_6.jpg,07__talking_against_wall_frame_6,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_7.jpg,07__talking_against_wall_frame_7,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_8.jpg,07__talking_against_wall_frame_8,saved,1
train,real,07__talking_against_wall,07__talking_against_wall_frame_9.jpg,07__talking_against_wall_frame_9,saved,1
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_0.jpg,07__talking_angry_couch_frame_0,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_1.jpg,07__talking_angry_couch_frame_1,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_2.jpg,07__talking_angry_couch_frame_2,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_3.jpg,07__talking_angry_couch_frame_3,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_4.jpg,07__talking_angry_couch_frame_4,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_5.jpg,07__talking_angry_couch_frame_5,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_6.jpg,07__talking_angry_couch_frame_6,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_7.jpg,07__talking_angry_couch_frame_7,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_8.jpg,07__talking_angry_couch_frame_8,saved,2
train,real,07__talking_angry_couch,07__talking_angry_couch_frame_9.jpg,07__talking_angry_couch_frame_9,saved,2
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_0.jpg,07__walk_down_hall_angry_frame_0,no valid face metadata,0
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_1.jpg,07__walk_down_hall_angry_frame_1,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_2.jpg,07__walk_down_hall_angry_frame_2,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_3.jpg,07__walk_down_hall_angry_frame_3,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_4.jpg,07__walk_down_hall_angry_frame_4,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_5.jpg,07__walk_down_hall_angry_frame_5,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_6.jpg,07__walk_down_hall_angry_frame_6,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_7.jpg,07__walk_down_hall_angry_frame_7,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_8.jpg,07__walk_down_hall_angry_frame_8,saved,1
train,real,07__walk_down_hall_angry,07__walk_down_hall_angry_frame_9.jpg,07__walk_down_hall_angry_frame_9,saved,1
